190.56	69.231
190.94	69.231
191.32	69.231
191.70	258.065
192.08	25.000
192.46	-38.235
192.84	358.824
193.22	188.000
193.60	248.718
193.98	115.789
194.36	-2550.000
194.74	76.042
195.13	190.741
195.51	245.455
195.89	-327.273
196.27	441.935
196.65	-9800.000
197.03	735.714
197.40	162.500
197.78	200.000
198.16	436.364
198.54	684.211
198.92	-590.476
199.30	-222.105
199.68	-146.774
200.06	-184.298
200.44	-110.556
200.82	-70.130
201.20	-22.260
201.58	-1.020
201.96	12.712
202.34	13.622
202.72	38.953
203.10	33.333
203.48	46.686
203.86	42.627
204.24	32.383
204.62	31.969
205.00	28.125
205.38	-4.594
205.76	-60.538
206.13	-110.050
206.51	-68.367
206.89	-43.714
207.27	-23.005
207.65	-21.655
208.03	-29.211
208.41	-5.263
208.79	18.529
209.17	-12.438
209.55	-3.432
209.93	4.255
210.30	32.150
210.68	50.943
211.06	51.777
211.44	63.542
211.82	56.204
212.20	50.125
212.58	32.905
212.96	7.692
213.33	9.136
213.71	-5.793
214.09	12.563
214.47	2.698
214.85	-11.500
215.23	-14.587
215.61	-30.500
215.98	-34.403
216.36	-18.494
216.74	-18.442
217.12	-8.453
217.50	2.432
217.88	10.804
218.25	4.728
218.63	-0.655
219.01	-1.648
219.39	7.962
219.77	8.713
220.14	2.281
220.52	3.448
220.90	9.710
221.28	2.945
221.66	1.449
222.03	6.877
222.41	1.538
222.79	5.749
223.17	11.048
223.55	7.866
223.92	6.766
224.30	9.219
224.68	8.017
225.06	5.944
225.43	7.102
225.81	8.612
226.19	5.415
226.57	3.782
226.95	2.897
227.32	2.484
227.70	1.701
228.08	1.935
228.46	0.878
228.83	0.094
229.21	-0.077
229.59	-0.037
229.96	-0.641
230.34	-0.394
230.72	0.408
231.10	1.110
231.47	2.090
231.85	2.613
232.23	3.436
232.60	4.729
232.98	5.043
233.36	6.854
233.74	6.566
234.11	5.988
234.49	6.650
234.87	6.423
235.24	5.796
235.62	5.547
236.00	4.429
236.37	4.432
236.75	3.253
237.13	3.214
237.50	2.639
237.88	2.863
238.26	2.575
238.63	-0.193
239.01	-0.617
239.39	-1.005
239.76	-1.093
240.14	0.209
240.52	-0.351
240.89	0.164
241.27	0.186
241.65	0.370
242.02	0.553
242.40	1.192
242.77	2.234
243.15	2.672
243.53	2.955
243.90	2.673
244.28	2.801
244.66	3.245
245.03	3.128
245.41	3.226
245.78	3.195
246.16	3.192
246.54	3.100
246.91	2.940
247.29	2.946
247.66	3.158
248.04	3.041
248.41	2.984
248.79	3.256
249.17	3.421
249.54	3.582
249.92	3.494
250.29	3.608
250.67	3.718
251.04	3.989
251.42	4.214
251.80	3.794
