190.56	-230.000
190.94	-230.000
191.32	-230.000
191.70	-59.524
192.08	82.222
192.46	765.517
192.84	310.870
193.22	273.394
193.60	228.788
193.98	343.802
194.36	245.026
194.74	448.276
195.13	400.000
195.51	386.667
195.89	900.000
196.27	892.982
196.65	296.129
197.03	252.941
197.40	370.455
197.78	244.697
198.16	210.526
198.54	218.557
198.92	95.652
199.30	103.200
199.68	84.058
200.06	63.415
200.44	15.789
200.82	-9.375
201.20	-32.203
201.58	-102.703
201.96	-113.043
202.34	8.696
202.72	-161.111
203.10	-125.641
203.48	-163.158
203.86	-142.857
204.24	-588.462
204.62	-952.174
205.00	-101.205
205.38	-72.917
205.76	1247.059
206.13	-1144.444
206.51	631.707
206.89	-334.091
207.27	-711.538
207.65	-146.575
208.03	-90.099
208.41	-16.509
208.79	-1.626
209.17	-63.983
209.55	-46.326
209.93	-50.943
210.30	-41.253
210.68	-29.147
211.06	-62.388
211.44	-18.466
211.82	-33.099
212.20	-29.707
212.58	-39.796
212.96	-120.183
213.33	-23.188
213.71	216.667
214.09	-171.795
214.47	-285.714
214.85	-142.105
215.23	-49.242
215.61	-59.740
215.98	-16.500
216.36	-0.680
216.74	-5.556
217.12	7.198
217.50	3.314
217.88	8.197
218.25	12.766
218.63	11.173
219.01	9.065
219.39	6.676
219.77	-1.823
220.14	-23.907
220.52	-25.000
220.90	-32.389
221.28	-60.140
221.66	-87.599
222.03	-63.357
222.41	-57.788
222.79	-33.589
223.17	-35.787
223.55	-30.541
223.92	-33.272
224.30	-17.357
224.68	-22.039
225.06	-14.866
225.43	-3.804
225.81	2.175
226.19	-1.057
226.57	0.907
226.95	-0.829
227.32	0.486
227.70	0.383
228.08	1.632
228.46	1.967
228.83	3.196
229.21	3.512
229.59	1.656
229.96	0.798
230.34	0.200
230.72	-0.947
231.10	-0.496
231.47	-1.425
231.85	-1.702
232.23	-2.180
232.60	-2.190
232.98	-3.369
233.36	-2.675
233.74	-0.323
234.11	0.926
234.49	1.783
234.87	2.267
235.24	0.747
235.62	1.901
236.00	4.689
236.37	3.536
236.75	3.444
237.13	4.168
237.50	3.528
237.88	2.746
238.26	1.856
238.63	-0.254
239.01	0.607
239.39	0.765
239.76	1.221
240.14	0.000
240.52	-0.218
240.89	-0.434
241.27	-0.749
241.65	0.466
242.02	0.352
242.40	1.047
242.77	1.658
243.15	1.285
243.53	0.991
