190.56	-75.000
190.94	-75.000
191.32	-75.000
191.70	-94.737
192.08	-445.455
192.46	-268.269
192.84	-408.571
193.22	-755.814
193.60	-557.143
193.98	-2645.455
194.36	7125.000
194.74	-887.097
195.13	-377.778
195.51	-184.375
195.89	-138.298
196.27	-316.822
196.65	-151.765
197.03	-147.159
197.40	-222.378
197.78	-851.786
198.16	-702.817
198.54	-282.390
198.92	-357.480
199.30	-342.958
199.68	-381.757
200.06	-277.387
200.44	-154.386
200.82	-187.266
201.20	-163.208
201.58	-98.267
201.96	-37.966
202.34	-17.978
202.72	-34.325
203.10	-35.572
203.48	-33.450
203.86	-21.244
204.24	-26.707
204.62	-9.926
205.00	3.120
205.38	9.953
205.76	10.394
206.13	2.136
206.51	-7.527
206.89	7.761
207.27	7.680
207.65	-3.715
208.03	5.947
208.41	14.350
208.79	3.752
209.17	-4.263
209.55	-18.085
209.93	-22.603
210.30	-28.043
210.68	-34.444
211.06	-43.750
211.44	-39.709
211.82	-37.805
212.20	-37.946
212.58	-42.797
212.96	-43.902
213.33	-50.920
213.71	-29.932
214.09	-29.726
214.47	-22.995
214.85	-7.267
215.23	-10.465
215.61	-14.803
215.98	-12.461
216.36	-16.517
216.74	-4.882
217.12	-4.075
217.50	-3.622
217.88	-16.667
218.25	-14.715
218.63	-13.443
219.01	-30.949
219.39	-31.024
219.77	-20.077
220.14	-9.518
220.52	-6.154
220.90	-3.919
221.28	-11.857
221.66	-15.727
222.03	-14.113
222.41	-15.628
222.79	-14.727
223.17	-14.615
223.55	-15.522
223.92	-17.362
224.30	-20.778
224.68	-23.146
225.06	-30.563
225.43	-24.008
225.81	-17.576
226.19	-13.988
226.57	-13.360
226.95	-13.941
227.32	-10.109
227.70	-6.699
228.08	-4.631
228.46	-2.979
228.83	-2.633
229.21	-1.208
229.59	-1.677
229.96	-1.699
230.34	-1.323
230.72	-0.372
231.10	0.652
231.47	0.871
231.85	0.516
232.23	0.347
232.60	-0.630
232.98	-0.398
233.36	-1.479
233.74	0.650
234.11	0.315
234.49	-1.020
234.87	-1.320
235.24	-1.987
235.62	-1.789
236.00	-1.959
236.37	-2.100
236.75	-2.965
237.13	-1.915
237.50	-1.586
237.88	-1.920
238.26	-1.740
238.63	-1.059
239.01	-0.269
239.39	0.455
239.76	0.082
240.14	0.525
240.52	0.444
240.89	1.126
241.27	0.437
241.65	0.166
242.02	-0.229
242.40	-0.491
242.77	-0.184
243.15	-0.138
243.53	0.248
243.90	0.135
244.28	-0.244
244.66	-0.090
245.03	-0.190
245.41	0.071
245.78	0.611
246.16	0.456
246.54	0.660
246.91	0.827
247.29	0.504
247.66	0.460
248.04	0.477
248.41	0.753
248.79	0.879
249.17	0.834
249.54	0.991
249.92	0.938
250.29	1.276
250.67	1.647
251.04	1.464
251.42	1.506
251.80	1.016
252.17	0.876
252.55	0.458
252.92	0.171
253.30	0.413
253.67	0.203
254.05	0.077
254.42	-0.299
254.80	-0.610
255.17	-0.733
255.55	-0.645
255.92	-0.655
256.30	-0.255
256.67	-0.098
257.05	0.113
257.42	0.401
257.80	0.211
258.17	0.394
258.55	0.477
258.92	0.439
259.30	0.275
259.67	0.101
260.05	0.393
260.42	0.323
260.80	0.448
261.17	0.386
261.55	0.231
261.92	0.329
262.30	0.307
262.67	0.577
263.05	0.703
263.42	0.962
263.79	1.314
264.17	0.972
264.54	1.157
264.92	0.804
265.29	0.904
265.67	0.868
266.04	0.920
266.42	0.734
266.79	0.370
267.16	0.199
267.54	0.249
267.91	0.468
268.29	0.649
268.66	0.559
269.03	0.714
269.41	0.848
269.78	0.716
270.16	0.789
270.53	0.869
270.90	1.061
271.28	1.059
271.65	0.812
272.03	0.541
272.40	0.592
272.77	0.691
273.15	0.736
273.52	0.631
273.89	0.773
274.27	0.623
274.64	0.687
275.01	0.368
275.39	0.287
275.76	0.557
276.14	0.666
