190.56	4.054
190.94	4.054
191.32	4.054
191.7	-300
192.08	87.5
192.46	-48.077
192.84	-403.03
193.22	-1687.5
193.6	262.687
193.98	354.545
194.36	229.63
194.74	201.493
195.13	337.209
195.51	-281.481
195.89	-118.182
196.27	7333.333
196.65	-3000
197.03	-366.667
197.4	-426.316
197.78	-86
198.16	-125.676
198.54	-100
198.92	-154.255
199.3	-96.429
199.68	-72.932
200.06	-78.286
200.44	-7.942
200.82	-10.092
201.2	6.842
201.58	-10.095
201.96	-69.167
202.34	-29.231
202.72	-12.598
203.1	-23.161
203.48	-21.246
203.86	-17.417
204.24	10.627
204.62	-8.746
205	12.376
205.38	-1.648
205.76	-4.393
206.13	14.286
206.51	5.297
206.89	-1.667
207.27	8.911
207.65	-6.857
208.03	-10.288
208.41	-28.571
208.79	-61.351
209.17	-86.364
209.55	-78.547
209.93	-86.429
210.3	-82.397
210.68	-85.714
211.06	-142.953
211.44	-146.154
211.82	-168.841
212.2	-108.511
212.58	-70.984
212.96	-15.106
213.33	-21.671
213.71	-23.485
214.09	-7.94
214.47	-14.53
214.85	-31.735
215.23	-27.788
215.61	-33.571
215.98	-45.098
216.36	-65.009
216.74	-89.961
217.12	-105.357
217.5	-85.682
217.88	-84.783
218.25	-89.157
218.63	-86.151
219.01	-80.297
219.39	-70.189
219.77	-46.903
220.14	-14.738
220.52	-8.211
220.9	5.149
221.28	5.602
221.66	4.843
222.03	12.677
222.41	12.781
222.79	13.505
223.17	16.303
223.55	11.683
223.92	5.907
224.3	1.424
224.68	0.968
225.06	-3.196
225.43	-1.835
225.81	-7.494
226.19	-7.03
226.57	-6.857
226.95	-7.57
227.32	-6.062
227.7	-4.424
228.08	-3.486
228.46	-3.664
228.83	-2.767
229.21	-2.18
229.59	-1.494
229.96	0.275
230.34	0.392
230.72	0.772
231.1	1.494
231.47	1.881
231.85	3.915
232.23	4.523
232.6	4.574
232.98	3.53
233.36	4.004
233.74	4.234
234.11	1.76
234.49	1.037
234.87	0.276
235.24	0.018
235.62	-0.268
236	-1.594
236.37	-1.604
236.75	-0.105
237.13	0.878
237.5	0
237.88	-0.683
238.26	-0.305
238.63	0.669
239.01	1.083
239.39	0.602
239.76	0.465
240.14	-0.482
240.52	-0.641
240.89	-0.538
241.27	-0.098
241.65	0.688
242.02	1.081
242.4	1.531
242.77	1.063
243.15	1.123
243.53	1.728
243.9	1.682
244.28	2.279
244.66	2.401
245.03	2.306
245.41	2.224
245.78	2.097
246.16	2.194
246.54	2.271
246.91	2.515
247.29	2.808
247.66	2.531
248.04	2.776
248.41	2.475
248.79	2.588
249.17	2.475
249.54	2.253
249.92	2.057
250.29	1.533
250.67	1.515
251.04	1.406
251.42	0.938
251.8	0.852
252.17	0.506
252.55	0.747
252.92	0.402
253.3	0.223
253.67	0.013
254.05	-0.19
254.42	-0.371
254.8	-0.722
255.17	-1.419
255.55	-1.745
255.92	-1.821
256.3	-1.844
256.67	-1.684
257.05	-1.561
257.42	-0.935
257.8	-0.147
258.17	0.084
258.55	0.379
258.92	0.421
259.3	0.531
259.67	0.592
260.05	0.852
260.42	0.933
260.8	0.949
261.17	0.821
261.55	0.611
261.92	0.427
262.3	0.588
262.67	0.578
263.05	0.67
263.42	0.678
263.79	0.557
264.17	0.351
264.54	0.37
264.92	0.235
265.29	0.407
265.67	0.849
266.04	0.624
266.42	0.471
266.79	0.337
267.16	0.186
267.54	0.299
267.91	0.457
268.29	0.583
268.66	0.42
269.03	0.294
269.41	0.511
269.78	0.343
270.16	0.302
270.53	0.208
270.9	0.133
271.28	0.149
271.65	0.125
272.03	-0.063
272.4	-0.18
272.77	-0.017
273.15	0.228
273.52	0.09
273.89	-0.077
274.27	0.076
274.64	0.114
275.01	0.307
275.39	0.399
275.76	0.402
276.14	0.54
276.51	0.409
276.88	0.82
277.26	0.759
277.63	0.617
278	0.647
278.38	0.73
278.75	0.569
279.12	0.559
279.49	0.493
279.87	0.395
280.24	0.417
280.61	0.365
280.99	0.079
281.36	0.046
281.73	0
282.11	0.117
282.48	0.046
282.85	0.17
283.22	0.166
283.6	0.229
283.97	0.574
284.34	0.66
284.71	0.811
285.09	0.803
285.46	0.86
285.83	1.149
286.21	1.134
286.58	1.176
286.95	1.374
287.32	1.494
287.7	1.498
288.07	1.355
288.44	1.472
288.81	1.468
289.18	1.701
289.56	1.88
289.93	1.758
290.3	1.934
290.67	2.007
291.05	1.963
291.42	1.967
291.79	1.928
292.16	1.905
292.53	1.803
292.91	2.14
293.28	2.008
293.65	1.955
294.02	2.04
294.39	1.948
294.76	2.012
295.14	1.895
295.51	2.03
295.88	2.141
296.25	2.326
296.62	2.443
297	2.424
297.37	2.475
297.74	2.621
298.11	2.818
298.48	2.861
298.85	2.939
299.22	3.25
299.6	3.113
299.97	3.293
300.34	3.355
300.71	3.415
301.08	3.432
301.45	3.485
301.82	3.579
302.19	3.606
302.56	3.577
302.94	3.577
303.31	3.458
303.68	3.929
304.05	3.916
304.42	3.948
304.79	4.155
305.16	3.96
305.53	4.15
305.9	4.201
306.27	4.189
306.64	4.421
307.02	4.578
307.39	4.655
307.76	4.57
308.13	4.658
308.5	4.791
308.87	4.943
309.24	5.191
309.61	5.294
309.98	5.242
310.35	5.44
310.72	5.614
311.09	5.682
311.46	5.843
311.83	5.954
312.2	6.052
312.57	6.155
312.94	6.145
313.31	6.183
313.68	6.165
314.05	6.081
314.42	5.962
314.79	5.728
315.16	5.884
315.53	5.826
315.9	5.835
316.27	5.965
316.64	5.851
317.01	5.958
317.38	6.172
