190.56	25
190.94	25
191.32	25
191.7	-46.97
192.08	107.143
192.46	-66.667
192.84	-3.846
193.22	-12.676
193.6	-17.419
193.98	10
194.36	8
194.74	50
195.13	-41.935
195.51	3.306
195.89	5.696
196.27	46.584
196.65	53.846
197.03	-2.809
197.4	-3.2
197.78	13.559
198.16	-26.19
198.54	-19.286
198.92	-83.529
199.3	-10.929
199.68	-45.055
200.06	-33.333
200.44	-37.654
200.82	-53.552
201.2	-29.767
201.58	-42.564
201.96	-50.725
202.34	-12.252
202.72	-1.73
203.1	10.21
203.48	15.502
203.86	32.108
204.24	32.692
204.62	26.177
205	27.115
205.38	33.8
205.76	38.114
206.13	44.146
206.51	40.956
206.89	38.349
207.27	37.069
207.65	31.527
208.03	17.379
208.41	10.312
208.79	2.105
209.17	9.36
209.55	-15.633
209.93	-22.529
210.3	-34.012
210.68	-40.341
211.06	-44.637
211.44	-18.023
211.82	-19.399
212.2	-30.183
212.58	-40.359
212.96	-25.564
213.33	-18.382
213.71	-0.42
214.09	-15.385
214.47	6.838
214.85	16.046
215.23	-2.926
215.61	-8.289
215.98	5.556
216.36	5.122
216.74	-4.721
217.12	-9.577
217.5	-10.245
217.88	-18.009
218.25	-0.763
218.63	-13.655
219.01	-16.162
219.39	-8.44
219.77	-3.9
220.14	-4.366
220.52	3.821
220.9	3.125
221.28	8.726
221.66	5.117
222.03	12.799
222.41	12.489
222.79	14.475
223.17	12.769
223.55	12.319
223.92	10.032
224.3	8.486
224.68	6.989
225.06	8.754
225.43	5.042
225.81	4.766
226.19	2.7
226.57	0.089
226.95	-1.406
227.32	-0.529
227.7	-0.018
228.08	0.741
228.46	1.427
228.83	1.723
229.21	1.311
229.59	2.513
229.96	1.767
230.34	1.809
230.72	2.713
231.1	3.285
231.47	3.703
231.85	4.638
232.23	4.514
232.6	4.079
232.98	4.068
233.36	3.977
233.74	3.044
234.11	3.763
234.49	4.346
234.87	4.076
235.24	4.027
235.62	2.854
236	0.516
236.37	0.348
236.75	0.147
237.13	-0.666
237.5	-1.9
237.88	-1.431
238.26	-1.909
238.63	-1.796
239.01	-1.537
239.39	-1.38
239.76	0.062
240.14	1.384
240.52	1.551
240.89	1.955
241.27	2.287
241.65	2.359
242.02	2.088
242.4	2.864
242.77	2.78
243.15	2.928
243.53	3.008
243.9	3.191
244.28	2.978
244.66	2.936
245.03	2.957
245.41	2.641
245.78	3.154
246.16	3.315
246.54	2.494
246.91	2.283
247.29	2.345
247.66	2.29
248.04	2.114
248.41	1.938
248.79	1.74
249.17	1.326
249.54	1.32
249.92	0.895
250.29	0.742
250.67	0.996
251.04	1.076
251.42	0.454
251.8	0.252
252.17	0.122
252.55	0.388
252.92	0.517
253.3	0.439
253.67	0.391
254.05	0.528
254.42	0.289
254.8	-0.044
255.17	0.06
255.55	0.767
255.92	0.698
256.3	0.289
256.67	0.948
257.05	0.965
257.42	0.962
257.8	1.509
258.17	1.25
258.55	1.111
258.92	1.246
